row_name,N,ratio,strategy
1363,316,1.1077,CKPTYDPER
1364,316,1.0885,CKPTYDPER
1365,316,1.1158,CKPTYDPER
1366,316,1.1264,CKPTYDPER
1367,316,1.111,CKPTYDPER
1368,316,1.1379,CKPTYDPER
1369,316,1.117,CKPTYDPER
1370,316,1.1149,CKPTYDPER
1371,316,1.1353,CKPTYDPER
1372,316,1.1225,CKPTYDPER
1373,316,1.1002,CKPTYDPER
1374,316,1.1207,CKPTYDPER
1375,316,1.1011,CKPTYDPER
1376,316,1.1102,CKPTYDPER
1377,316,1.1345,CKPTYDPER
1378,316,1.1015,CKPTYDPER
1379,316,1.0942,CKPTYDPER
1380,316,1.0939,CKPTYDPER
1381,316,1.1675,CKPTYDPER
1382,316,1.107,CKPTYDPER
1383,316,1.1254,CKPTYDPER
1384,316,1.1162,CKPTYDPER
1385,316,1.128,CKPTYDPER
1386,316,1.128,CKPTYDPER
1387,316,1.1287,CKPTYDPER
1388,316,1.1004,CKPTYDPER
1389,316,1.1023,CKPTYDPER
1390,316,1.1054,CKPTYDPER
1391,316,1.1136,CKPTYDPER
1392,316,1.091,CKPTYDPER
1393,316,1.1244,CKPTYDPER
1394,316,1.1246,CKPTYDPER
1395,316,1.0969,CKPTYDPER
1396,316,1.1394,CKPTYDPER
1397,316,1.1602,CKPTYDPER
1398,316,1.0994,CKPTYDPER
1399,316,1.1392,CKPTYDPER
1400,316,1.0868,CKPTYDPER
1401,316,1.1165,CKPTEACHITER
1402,316,1.1473,CKPTEACHITER
1403,316,1.0897,CKPTEACHITER
1404,316,1.1355,CKPTEACHITER
1405,316,1.1157,CKPTEACHITER
1406,316,1.1351,CKPTEACHITER
1407,316,1.1293,CKPTEACHITER
1408,316,1.1368,CKPTEACHITER
1409,316,1.1206,CKPTEACHITER
1410,316,1.1438,CKPTEACHITER
1411,316,1.112,CKPTEACHITER
1412,316,1.1351,CKPTEACHITER
1413,316,1.1123,CKPTEACHITER
1414,316,1.0824,CKPTEACHITER
1415,316,1.136,CKPTEACHITER
1416,316,1.1046,CKPTEACHITER
1417,316,1.1068,CKPTEACHITER
1418,316,1.14,CKPTEACHITER
1419,316,1.153,CKPTEACHITER
1420,316,1.1457,CKPTEACHITER
1421,316,1.1173,CKPTEACHITER
1422,316,1.1402,CKPTEACHITER
1423,316,1.1227,CKPTEACHITER
1424,316,1.0958,CKPTEACHITER
1425,316,1.1267,CKPTEACHITER
1426,316,1.123,CKPTEACHITER
1427,316,1.1263,CKPTEACHITER
1428,316,1.1158,CKPTEACHITER
1429,316,1.1335,CKPTEACHITER
1430,316,1.1178,CKPTEACHITER
1431,316,1.1223,CKPTEACHITER
1432,316,1.1364,CKPTEACHITER
1433,316,1.1133,CKPTEACHITER
1434,316,1.1489,CKPTEACHITER
1435,316,1.1385,CKPTEACHITER
1436,316,1.1214,CKPTEACHITER
1437,316,1.0979,CKPTEACHITER
1438,316,1.1363,CKPTEACHITER
1439,316,1.1505,CKPTEACHITER
1440,316,1.1209,CKPTEACHITER
1441,316,1.1226,CKPTEACHITER
1442,316,1.1309,CKPTEACHITER
1443,316,1.1173,CKPTEACHITER
1444,316,1.1019,CKPTEACHITER
1445,316,1.09,CKPTEACHITER
1446,316,1.138,CKPTEACHITER
1447,316,1.1676,CKPTEACHITER
1448,316,1.1029,CKPTEACHITER
1449,316,1.1327,CKPTEACHITER
1450,316,1.0851,CKPTEACHITER
1451,316,1.1328,CKPTEACHITER
1452,316,1.1132,CKPTEACHITER
1453,316,1.1216,CKPTEACHITER
1454,316,1.1092,CKPTEACHITER
1455,316,1.1098,CKPTEACHITER
1456,316,1.1469,CKPTEACHITER
1457,316,1.1329,CKPTEACHITER
1458,316,1.1292,CKPTEACHITER
1459,316,1.1268,CKPTEACHITER
1460,316,1.1169,CKPTEACHITER
1461,316,1.1345,CKPTEACHITER
1462,316,1.1296,CKPTEACHITER
1463,316,1.1144,CKPTEACHITER
1464,316,1.0857,CKPTEACHITER
1465,316,1.1187,CKPTEACHITER
1466,316,1.1406,CKPTEACHITER
1467,316,1.124,CKPTEACHITER
1468,316,1.1409,CKPTEACHITER
1469,316,1.1333,CKPTEACHITER
1470,316,1.1209,CKPTEACHITER
1471,316,1.1353,CKPTEACHITER
1472,316,1.1197,CKPTEACHITER
1473,316,1.1118,CKPTEACHITER
1474,316,1.1237,CKPTEACHITER
1475,316,1.1129,CKPTEACHITER
1476,316,1.1163,CKPTEACHITER
1477,316,1.1461,CKPTEACHITER
1478,316,1.11,CKPTEACHITER
1479,316,1.1001,CKPTEACHITER
1480,316,1.0968,CKPTEACHITER
1481,316,1.1762,CKPTEACHITER
1482,316,1.1123,CKPTEACHITER
1483,316,1.1284,CKPTEACHITER
1484,316,1.1213,CKPTEACHITER
1485,316,1.131,CKPTEACHITER
1486,316,1.1323,CKPTEACHITER
1487,316,1.1378,CKPTEACHITER
1488,316,1.1093,CKPTEACHITER
1489,316,1.1084,CKPTEACHITER
1490,316,1.1125,CKPTEACHITER
1491,316,1.1357,CKPTEACHITER
1492,316,1.0995,CKPTEACHITER
1493,316,1.1245,CKPTEACHITER
1494,316,1.1305,CKPTEACHITER
1495,316,1.1072,CKPTEACHITER
1496,316,1.1452,CKPTEACHITER
1497,316,1.172,CKPTEACHITER
1498,316,1.1034,CKPTEACHITER
1499,316,1.1392,CKPTEACHITER
1500,316,1.0927,CKPTEACHITER
1501,316,1.0362,CKPTYDAVE
1502,316,1.037,CKPTYDAVE
1503,316,1.0292,CKPTYDAVE
1504,316,1.0461,CKPTYDAVE
1505,316,1.0404,CKPTYDAVE
1506,316,1.041,CKPTYDAVE
1507,316,1.0442,CKPTYDAVE
1508,316,1.0441,CKPTYDAVE
1509,316,1.0311,CKPTYDAVE
1510,316,1.0445,CKPTYDAVE
1511,316,1.0323,CKPTYDAVE
1512,316,1.0371,CKPTYDAVE
1513,316,1.0303,CKPTYDAVE
1514,316,1.0282,CKPTYDAVE
1515,316,1.0409,CKPTYDAVE
1516,316,1.0418,CKPTYDAVE
1517,316,1.0381,CKPTYDAVE
1518,316,1.0312,CKPTYDAVE
1519,316,1.0485,CKPTYDAVE
1520,316,1.043,CKPTYDAVE
1521,316,1.0325,CKPTYDAVE
1522,316,1.049,CKPTYDAVE
1523,316,1.03,CKPTYDAVE
1524,316,1.0448,CKPTYDAVE
1525,316,1.0387,CKPTYDAVE
1526,316,1.0369,CKPTYDAVE
1527,316,1.0306,CKPTYDAVE
1528,316,1.0431,CKPTYDAVE
1529,316,1.0374,CKPTYDAVE
1530,316,1.0358,CKPTYDAVE
1531,316,1.0366,CKPTYDAVE
1532,316,1.0558,CKPTYDAVE
1533,316,1.0437,CKPTYDAVE
1534,316,1.0407,CKPTYDAVE
1535,316,1.043,CKPTYDAVE
1536,316,1.0359,CKPTYDAVE
1537,316,1.048,CKPTYDAVE
1538,316,1.0342,CKPTYDAVE
1539,316,1.0564,CKPTYDAVE
1540,316,1.0388,CKPTYDAVE
1541,316,1.049,CKPTYDAVE
1542,316,1.0462,CKPTYDAVE
1543,316,1.0314,CKPTYDAVE
1544,316,1.0434,CKPTYDAVE
1545,316,1.0302,CKPTYDAVE
1546,316,1.0542,CKPTYDAVE
1547,316,1.0385,CKPTYDAVE
1548,316,1.0558,CKPTYDAVE
1549,316,1.0472,CKPTYDAVE
1550,316,1.0486,CKPTYDAVE
1551,316,1.0377,CKPTYDAVE
1552,316,1.0394,CKPTYDAVE
1553,316,1.0329,CKPTYDAVE
1554,316,1.0443,CKPTYDAVE
1555,316,1.0318,CKPTYDAVE
1556,316,1.0495,CKPTYDAVE
1557,316,1.0298,CKPTYDAVE
1558,316,1.0417,CKPTYDAVE
1559,316,1.0481,CKPTYDAVE
1560,316,1.0315,CKPTYDAVE
1561,316,1.0396,CKPTYDAVE
1562,316,1.0509,CKPTYDAVE
1563,316,1.0474,CKPTYDAVE
1564,316,1.0355,CKPTYDAVE
1565,316,1.0308,CKPTYDAVE
1566,316,1.0485,CKPTYDAVE
1567,316,1.0467,CKPTYDAVE
1568,316,1.0479,CKPTYDAVE
1569,316,1.048,CKPTYDAVE
1570,316,1.0425,CKPTYDAVE
1571,316,1.039,CKPTYDAVE
1572,316,1.0404,CKPTYDAVE
1573,316,1.036,CKPTYDAVE
1574,316,1.0424,CKPTYDAVE
1575,316,1.0418,CKPTYDAVE
1576,316,1.0347,CKPTYDAVE
1577,316,1.0329,CKPTYDAVE
1578,316,1.0424,CKPTYDAVE
1579,316,1.0432,CKPTYDAVE
1580,316,1.0351,CKPTYDAVE
1581,316,1.0475,CKPTYDAVE
1582,316,1.0329,CKPTYDAVE
1583,316,1.0433,CKPTYDAVE
1584,316,1.0443,CKPTYDAVE
1585,316,1.0464,CKPTYDAVE
1586,316,1.0409,CKPTYDAVE
1587,316,1.0532,CKPTYDAVE
1588,316,1.0555,CKPTYDAVE
1589,316,1.037,CKPTYDAVE
1590,316,1.0265,CKPTYDAVE
1591,316,1.043,CKPTYDAVE
1592,316,1.0323,CKPTYDAVE
1593,316,1.0319,CKPTYDAVE
1594,316,1.0339,CKPTYDAVE
1595,316,1.029,CKPTYDAVE
1596,316,1.0462,CKPTYDAVE
1597,316,1.0627,CKPTYDAVE
1598,316,1.0355,CKPTYDAVE
1599,316,1.0458,CKPTYDAVE
1600,316,1.0305,CKPTYDAVE
1601,1000,1.0356,CKPTEACHTASK
1602,1000,1.0362,CKPTEACHTASK
1603,1000,1.0373,CKPTEACHTASK
1604,1000,1.0403,CKPTEACHTASK
1605,1000,1.0322,CKPTEACHTASK
1606,1000,1.0332,CKPTEACHTASK
1607,1000,1.0321,CKPTEACHTASK
1608,1000,1.0318,CKPTEACHTASK
1609,1000,1.0283,CKPTEACHTASK
1610,1000,1.0397,CKPTEACHTASK
1611,1000,1.0339,CKPTEACHTASK
1612,1000,1.0317,CKPTEACHTASK
1613,1000,1.039,CKPTEACHTASK
1614,1000,1.0289,CKPTEACHTASK
1615,1000,1.0351,CKPTEACHTASK
1616,1000,1.0364,CKPTEACHTASK
1617,1000,1.0317,CKPTEACHTASK
1618,1000,1.0388,CKPTEACHTASK
1619,1000,1.0322,CKPTEACHTASK
1620,1000,1.0341,CKPTEACHTASK
1621,1000,1.0303,CKPTEACHTASK
1622,1000,1.0347,CKPTEACHTASK
1623,1000,1.0278,CKPTEACHTASK
1624,1000,1.0356,CKPTEACHTASK
1625,1000,1.0402,CKPTEACHTASK
1626,1000,1.0347,CKPTEACHTASK
1627,1000,1.0281,CKPTEACHTASK
1628,1000,1.0387,CKPTEACHTASK
1629,1000,1.0375,CKPTEACHTASK
1630,1000,1.0398,CKPTEACHTASK
1631,1000,1.0289,CKPTEACHTASK
1632,1000,1.0382,CKPTEACHTASK
1633,1000,1.0379,CKPTEACHTASK
1634,1000,1.0345,CKPTEACHTASK
1635,1000,1.0342,CKPTEACHTASK
1636,1000,1.0191,CKPTEACHTASK
1637,1000,1.0384,CKPTEACHTASK
1638,1000,1.0287,CKPTEACHTASK
1639,1000,1.0383,CKPTEACHTASK
1640,1000,1.0321,CKPTEACHTASK
1641,1000,1.0412,CKPTEACHTASK
1642,1000,1.0418,CKPTEACHTASK
1643,1000,1.032,CKPTEACHTASK
1644,1000,1.0348,CKPTEACHTASK
1645,1000,1.0318,CKPTEACHTASK
1646,1000,1.0396,CKPTEACHTASK
1647,1000,1.0383,CKPTEACHTASK
1648,1000,1.0388,CKPTEACHTASK
1649,1000,1.0315,CKPTEACHTASK
1650,1000,1.0336,CKPTEACHTASK
1651,1000,1.0343,CKPTEACHTASK
1652,1000,1.0349,CKPTEACHTASK
1653,1000,1.0355,CKPTEACHTASK
1654,1000,1.0348,CKPTEACHTASK
1655,1000,1.0304,CKPTEACHTASK
1656,1000,1.0385,CKPTEACHTASK
1657,1000,1.031,CKPTEACHTASK
1658,1000,1.0284,CKPTEACHTASK
1659,1000,1.0352,CKPTEACHTASK
1660,1000,1.0337,CKPTEACHTASK
1661,1000,1.0351,CKPTEACHTASK
1662,1000,1.0382,CKPTEACHTASK
1663,1000,1.0381,CKPTEACHTASK
1664,1000,1.039,CKPTEACHTASK
1665,1000,1.0323,CKPTEACHTASK
1666,1000,1.0339,CKPTEACHTASK
1667,1000,1.0392,CKPTEACHTASK
1668,1000,1.0361,CKPTEACHTASK
1669,1000,1.0382,CKPTEACHTASK
1670,1000,1.0295,CKPTEACHTASK
1671,1000,1.0377,CKPTEACHTASK
1672,1000,1.0425,CKPTEACHTASK
1673,1000,1.0269,CKPTEACHTASK
1674,1000,1.037,CKPTEACHTASK
1675,1000,1.0377,CKPTEACHTASK
1676,1000,1.0343,CKPTEACHTASK
1677,1000,1.0267,CKPTEACHTASK
1678,1000,1.0312,CKPTEACHTASK
1679,1000,1.0412,CKPTEACHTASK
1680,1000,1.0406,CKPTEACHTASK
1681,1000,1.0421,CKPTEACHTASK
1682,1000,1.033,CKPTEACHTASK
1683,1000,1.0391,CKPTEACHTASK
1684,1000,1.0354,CKPTEACHTASK
1685,1000,1.031,CKPTEACHTASK
1686,1000,1.0337,CKPTEACHTASK
1687,1000,1.034,CKPTEACHTASK
1688,1000,1.0424,CKPTEACHTASK
1689,1000,1.0304,CKPTEACHTASK
1690,1000,1.0305,CKPTEACHTASK
1691,1000,1.0324,CKPTEACHTASK
1692,1000,1.0383,CKPTEACHTASK
1693,1000,1.0345,CKPTEACHTASK
1694,1000,1.031,CKPTEACHTASK
1695,1000,1.0348,CKPTEACHTASK
1696,1000,1.0365,CKPTEACHTASK
1697,1000,1.033,CKPTEACHTASK
1698,1000,1.04,CKPTEACHTASK
1699,1000,1.0371,CKPTEACHTASK
1700,1000,1.0335,CKPTEACHTASK
1701,1000,1.1101,CKPTYDPER
1702,1000,1.1323,CKPTYDPER
1703,1000,1.0954,CKPTYDPER
1704,1000,1.1086,CKPTYDPER
1705,1000,1.1266,CKPTYDPER
1706,1000,1.1275,CKPTYDPER
1707,1000,1.1163,CKPTYDPER
1708,1000,1.1196,CKPTYDPER
1709,1000,1.1249,CKPTYDPER
1710,1000,1.1163,CKPTYDPER
1711,1000,1.1091,CKPTYDPER
1712,1000,1.1231,CKPTYDPER
1713,1000,1.1111,CKPTYDPER
1714,1000,1.1061,CKPTYDPER
1715,1000,1.1087,CKPTYDPER
1716,1000,1.1121,CKPTYDPER
1717,1000,1.1165,CKPTYDPER
1718,1000,1.1218,CKPTYDPER
1719,1000,1.109,CKPTYDPER
1720,1000,1.1233,CKPTYDPER
1721,1000,1.1135,CKPTYDPER
1722,1000,1.1145,CKPTYDPER
1723,1000,1.1034,CKPTYDPER
1724,1000,1.1131,CKPTYDPER
1725,1000,1.1198,CKPTYDPER
1726,1000,1.0991,CKPTYDPER
1727,1000,1.1262,CKPTYDPER
1728,1000,1.0918,CKPTYDPER
1729,1000,1.1138,CKPTYDPER
1730,1000,1.1136,CKPTYDPER
1731,1000,1.1027,CKPTYDPER
1732,1000,1.1199,CKPTYDPER
1733,1000,1.1236,CKPTYDPER
1734,1000,1.122,CKPTYDPER
1735,1000,1.1416,CKPTYDPER
1736,1000,1.1102,CKPTYDPER
1737,1000,1.1081,CKPTYDPER
1738,1000,1.1126,CKPTYDPER
1739,1000,1.1111,CKPTYDPER
1740,1000,1.1242,CKPTYDPER
1741,1000,1.1244,CKPTYDPER
1742,1000,1.127,CKPTYDPER
1743,1000,1.1126,CKPTYDPER
1744,1000,1.113,CKPTYDPER
1745,1000,1.1073,CKPTYDPER
1746,1000,1.128,CKPTYDPER
1747,1000,1.1354,CKPTYDPER
1748,1000,1.1222,CKPTYDPER
1749,1000,1.1121,CKPTYDPER
1750,1000,1.1061,CKPTYDPER
1751,1000,1.1118,CKPTYDPER
1752,1000,1.1316,CKPTYDPER
1753,1000,1.1151,CKPTYDPER
1754,1000,1.1166,CKPTYDPER
1755,1000,1.1027,CKPTYDPER
1756,1000,1.1282,CKPTYDPER
1757,1000,1.14,CKPTYDPER
1758,1000,1.1171,CKPTYDPER
1759,1000,1.1166,CKPTYDPER
1760,1000,1.1151,CKPTYDPER
1761,1000,1.1248,CKPTYDPER
1762,1000,1.1193,CKPTYDPER
1763,1000,1.1132,CKPTYDPER
1764,1000,1.104,CKPTYDPER
1765,1000,1.1195,CKPTYDPER
1766,1000,1.1301,CKPTYDPER
1767,1000,1.1191,CKPTYDPER
1768,1000,1.111,CKPTYDPER
1769,1000,1.1072,CKPTYDPER
1770,1000,1.1043,CKPTYDPER
1771,1000,1.1171,CKPTYDPER
1772,1000,1.1256,CKPTYDPER
1773,1000,1.1001,CKPTYDPER
1774,1000,1.1163,CKPTYDPER
1775,1000,1.1092,CKPTYDPER
1776,1000,1.1102,CKPTYDPER
1777,1000,1.1051,CKPTYDPER
1778,1000,1.112,CKPTYDPER
1779,1000,1.0973,CKPTYDPER
1780,1000,1.1099,CKPTYDPER
1781,1000,1.1268,CKPTYDPER
1782,1000,1.1118,CKPTYDPER
1783,1000,1.1075,CKPTYDPER
1784,1000,1.1275,CKPTYDPER
1785,1000,1.1115,CKPTYDPER
1786,1000,1.1213,CKPTYDPER
1787,1000,1.1075,CKPTYDPER
1788,1000,1.0952,CKPTYDPER
1789,1000,1.1278,CKPTYDPER
1790,1000,1.1154,CKPTYDPER
1791,1000,1.1149,CKPTYDPER
1792,1000,1.0976,CKPTYDPER
1793,1000,1.1102,CKPTYDPER
1794,1000,1.1158,CKPTYDPER
1795,1000,1.1086,CKPTYDPER
1796,1000,1.1157,CKPTYDPER
1797,1000,1.1182,CKPTYDPER
1798,1000,1.1301,CKPTYDPER
1799,1000,1.1338,CKPTYDPER
1800,1000,1.0955,CKPTYDPER
1801,1000,1.1173,CKPTEACHITER
1802,1000,1.14,CKPTEACHITER
1803,1000,1.1046,CKPTEACHITER
1804,1000,1.1184,CKPTEACHITER
1805,1000,1.1336,CKPTEACHITER
1806,1000,1.1336,CKPTEACHITER
1807,1000,1.1248,CKPTEACHITER
1808,1000,1.127,CKPTEACHITER
1809,1000,1.1271,CKPTEACHITER
1810,1000,1.1248,CKPTEACHITER
1811,1000,1.1146,CKPTEACHITER
1812,1000,1.1358,CKPTEACHITER
1813,1000,1.1191,CKPTEACHITER
1814,1000,1.1141,CKPTEACHITER
1815,1000,1.1216,CKPTEACHITER
1816,1000,1.1131,CKPTEACHITER
1817,1000,1.1207,CKPTEACHITER
1818,1000,1.1311,CKPTEACHITER
1819,1000,1.1251,CKPTEACHITER
1820,1000,1.1324,CKPTEACHITER
1821,1000,1.1246,CKPTEACHITER
1822,1000,1.1243,CKPTEACHITER
1823,1000,1.1101,CKPTEACHITER
1824,1000,1.1202,CKPTEACHITER
1825,1000,1.1302,CKPTEACHITER
1826,1000,1.1047,CKPTEACHITER
1827,1000,1.1299,CKPTEACHITER
1828,1000,1.1038,CKPTEACHITER
1829,1000,1.1166,CKPTEACHITER
1830,1000,1.1241,CKPTEACHITER
1831,1000,1.1115,CKPTEACHITER
1832,1000,1.1337,CKPTEACHITER
1833,1000,1.1319,CKPTEACHITER
1834,1000,1.1342,CKPTEACHITER
1835,1000,1.1506,CKPTEACHITER
1836,1000,1.12,CKPTEACHITER
1837,1000,1.1146,CKPTEACHITER
1838,1000,1.1265,CKPTEACHITER
1839,1000,1.1287,CKPTEACHITER
1840,1000,1.14,CKPTEACHITER
1841,1000,1.1326,CKPTEACHITER
1842,1000,1.1355,CKPTEACHITER
1843,1000,1.1213,CKPTEACHITER
1844,1000,1.1256,CKPTEACHITER
1845,1000,1.1129,CKPTEACHITER
1846,1000,1.1337,CKPTEACHITER
1847,1000,1.145,CKPTEACHITER
1848,1000,1.1294,CKPTEACHITER
1849,1000,1.1246,CKPTEACHITER
1850,1000,1.1159,CKPTEACHITER
1851,1000,1.1257,CKPTEACHITER
1852,1000,1.1329,CKPTEACHITER
1853,1000,1.1182,CKPTEACHITER
1854,1000,1.1223,CKPTEACHITER
1855,1000,1.1179,CKPTEACHITER
1856,1000,1.1371,CKPTEACHITER
1857,1000,1.1428,CKPTEACHITER
1858,1000,1.1224,CKPTEACHITER
1859,1000,1.126,CKPTEACHITER
1860,1000,1.1245,CKPTEACHITER
1861,1000,1.1319,CKPTEACHITER
1862,1000,1.1282,CKPTEACHITER
1863,1000,1.1178,CKPTEACHITER
1864,1000,1.11,CKPTEACHITER
1865,1000,1.1291,CKPTEACHITER
1866,1000,1.1404,CKPTEACHITER
1867,1000,1.1294,CKPTEACHITER
1868,1000,1.1258,CKPTEACHITER
1869,1000,1.1221,CKPTEACHITER
1870,1000,1.114,CKPTEACHITER
1871,1000,1.1198,CKPTEACHITER
1872,1000,1.1281,CKPTEACHITER
1873,1000,1.1065,CKPTEACHITER
1874,1000,1.1252,CKPTEACHITER
1875,1000,1.1225,CKPTEACHITER
1876,1000,1.1184,CKPTEACHITER
1877,1000,1.1166,CKPTEACHITER
1878,1000,1.1207,CKPTEACHITER
1879,1000,1.1087,CKPTEACHITER
1880,1000,1.1195,CKPTEACHITER
1881,1000,1.137,CKPTEACHITER
1882,1000,1.1242,CKPTEACHITER
1883,1000,1.1134,CKPTEACHITER
1884,1000,1.1387,CKPTEACHITER
1885,1000,1.1153,CKPTEACHITER
1886,1000,1.1256,CKPTEACHITER
1887,1000,1.1229,CKPTEACHITER
1888,1000,1.1116,CKPTEACHITER
1889,1000,1.1388,CKPTEACHITER
1890,1000,1.1232,CKPTEACHITER
1891,1000,1.1255,CKPTEACHITER
1892,1000,1.1027,CKPTEACHITER
1893,1000,1.1168,CKPTEACHITER
1894,1000,1.1238,CKPTEACHITER
1895,1000,1.118,CKPTEACHITER
1896,1000,1.1229,CKPTEACHITER
1897,1000,1.1302,CKPTEACHITER
1898,1000,1.1354,CKPTEACHITER
1899,1000,1.1396,CKPTEACHITER
1900,1000,1.1093,CKPTEACHITER
1901,1000,1.0415,CKPTYDAVE
1902,1000,1.0413,CKPTYDAVE
1903,1000,1.0383,CKPTYDAVE
1904,1000,1.0475,CKPTYDAVE
1905,1000,1.0492,CKPTYDAVE
1906,1000,1.0375,CKPTYDAVE
1907,1000,1.0394,CKPTYDAVE
1908,1000,1.0396,CKPTYDAVE
1909,1000,1.0312,CKPTYDAVE
1910,1000,1.0448,CKPTYDAVE
1911,1000,1.0339,CKPTYDAVE
1912,1000,1.0419,CKPTYDAVE
1913,1000,1.0446,CKPTYDAVE
1914,1000,1.0359,CKPTYDAVE
1915,1000,1.0314,CKPTYDAVE
1916,1000,1.04,CKPTYDAVE
1917,1000,1.0399,CKPTYDAVE
1918,1000,1.0407,CKPTYDAVE
1919,1000,1.0411,CKPTYDAVE
1920,1000,1.0394,CKPTYDAVE
1921,1000,1.0393,CKPTYDAVE
1922,1000,1.0397,CKPTYDAVE
1923,1000,1.0371,CKPTYDAVE
1924,1000,1.0423,CKPTYDAVE
1925,1000,1.0459,CKPTYDAVE
1926,1000,1.0369,CKPTYDAVE
1927,1000,1.0373,CKPTYDAVE
1928,1000,1.0454,CKPTYDAVE
1929,1000,1.0449,CKPTYDAVE
1930,1000,1.0473,CKPTYDAVE
1931,1000,1.0347,CKPTYDAVE
1932,1000,1.048,CKPTYDAVE
1933,1000,1.0393,CKPTYDAVE
1934,1000,1.0409,CKPTYDAVE
1935,1000,1.0439,CKPTYDAVE
1936,1000,1.0355,CKPTYDAVE
1937,1000,1.0417,CKPTYDAVE
1938,1000,1.0352,CKPTYDAVE
1939,1000,1.0466,CKPTYDAVE
1940,1000,1.0403,CKPTYDAVE
1941,1000,1.0513,CKPTYDAVE
1942,1000,1.0463,CKPTYDAVE
1943,1000,1.0387,CKPTYDAVE
1944,1000,1.0421,CKPTYDAVE
1945,1000,1.0368,CKPTYDAVE
1946,1000,1.049,CKPTYDAVE
1947,1000,1.0422,CKPTYDAVE
1948,1000,1.0433,CKPTYDAVE
1949,1000,1.0418,CKPTYDAVE
1950,1000,1.0435,CKPTYDAVE
1951,1000,1.0422,CKPTYDAVE
1952,1000,1.0402,CKPTYDAVE
1953,1000,1.0366,CKPTYDAVE
1954,1000,1.0388,CKPTYDAVE
1955,1000,1.0372,CKPTYDAVE
1956,1000,1.0453,CKPTYDAVE
1957,1000,1.0415,CKPTYDAVE
1958,1000,1.0362,CKPTYDAVE
1959,1000,1.0431,CKPTYDAVE
1960,1000,1.0368,CKPTYDAVE
1961,1000,1.0438,CKPTYDAVE
1962,1000,1.0427,CKPTYDAVE
1963,1000,1.0485,CKPTYDAVE
1964,1000,1.0449,CKPTYDAVE
1965,1000,1.0425,CKPTYDAVE
1966,1000,1.0398,CKPTYDAVE
1967,1000,1.0418,CKPTYDAVE
1968,1000,1.043,CKPTYDAVE
1969,1000,1.0445,CKPTYDAVE
1970,1000,1.0344,CKPTYDAVE
1971,1000,1.0438,CKPTYDAVE
1972,1000,1.0472,CKPTYDAVE
1973,1000,1.035,CKPTYDAVE
1974,1000,1.0431,CKPTYDAVE
1975,1000,1.0388,CKPTYDAVE
1976,1000,1.0374,CKPTYDAVE
1977,1000,1.0325,CKPTYDAVE
1978,1000,1.0401,CKPTYDAVE
1979,1000,1.0453,CKPTYDAVE
1980,1000,1.0418,CKPTYDAVE
1981,1000,1.0487,CKPTYDAVE
1982,1000,1.0392,CKPTYDAVE
1983,1000,1.035,CKPTYDAVE
1984,1000,1.0413,CKPTYDAVE
1985,1000,1.046,CKPTYDAVE
1986,1000,1.0428,CKPTYDAVE
1987,1000,1.0426,CKPTYDAVE
1988,1000,1.0455,CKPTYDAVE
1989,1000,1.0398,CKPTYDAVE
1990,1000,1.0306,CKPTYDAVE
1991,1000,1.0353,CKPTYDAVE
1992,1000,1.0398,CKPTYDAVE
1993,1000,1.0384,CKPTYDAVE
1994,1000,1.0348,CKPTYDAVE
1995,1000,1.0348,CKPTYDAVE
1996,1000,1.0452,CKPTYDAVE
1997,1000,1.0455,CKPTYDAVE
1998,1000,1.045,CKPTYDAVE
1999,1000,1.0469,CKPTYDAVE
2000,1000,1.0345,CKPTYDAVE
